LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE,M_E_APPENDIXB
,,Location (PA line),,,225615,Location (PA line),,,0,PA Line Insertion,,,,metavision,,Text,,0
,,ZBrain Natiuretic Peptide (BNP),,,225622,ZBrain Natiuretic Peptide (BNP),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Number of attempts require to place line (PA line),,,225623,Number of attempts require to place line (PA line),,,0,PA Line Insertion,,,,metavision,,Text,,0
,,Guidewire (PA Line),,,225629,Guidewire (PA Line),,,0,PA Line Insertion,,,,metavision,,Text,,0
,,Ultrasound (PA line),,,225630,Ultrasound (PA line),,,0,PA Line Insertion,,,,metavision,,Text,,0
,,Side (PA line),,,225631,Side (PA line),,,0,PA Line Insertion,,,,metavision,,Text,,0
,,ZCK-MB,,,225632,ZCK-MB,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Acuity (PA line),,,225633,Acuity (PA line),,,0,PA Line Insertion,,,,metavision,,Text,,0
,,ZDigoxin,,,225644,ZDigoxin,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZPhenytoin (Dilantin),,,225645,ZPhenytoin (Dilantin),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Transparent dressing applied  (PA line),,,225646,Transparent dressing applied and dated (PA line),,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,,0
,,PA line ordered on POE,,,225647,PA line ordered on POE,,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,,0
,,Follow-up X-RAY ordered (PA Line),,,225648,Follow-up X-RAYordered (PA Line),,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,,0
,,ZFK506,,,225655,ZFK506,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Freeform Drug Level,,,225658,Freeform Drug Level,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Freeform Enzymes,,,225659,Freeform Enzymes,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Freeform Hematology,,,225660,Freeform Hematology,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZGentamicin (Peak),,,225662,ZGentamicin (Peak),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZLDL measured,,,225670,ZLDL measured,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZPhenobarbital,,,225676,ZPhenobarbital,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZPlatelet Count,,,225678,ZPlatelet Count,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZProcan,,,225679,ZProcan,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZProcan Napa,,,225680,ZProcan Napa,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZSed Rate,,,225683,ZSed Rate,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Thiocynate,,,225685,Thiocynate,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZThrombin,,,225686,ZThrombin,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZTobramycin (Peak),,,225688,ZTobramycin (Peak),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Insertion kit used (PICC Line),,,225689,Insertion kit used (PICC Line),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,,0
,,ZTropinin - T,,,225694,ZTropinin - T,None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,ZVancomycin (Peak),,,225697,ZVancomycin (Peak),None,chartevents,0,Labs,,,,metavision,,Numeric,,0
,,Immediate complications (CVL),,,225700,Immediate complications (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Transparent dressing applied  (CVL),,,225701,Transparent dressing applied and dated (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Follow-up chest X-RAY ordered (CVL),,,225702,Follow-up chest X-RAY ordered (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Site cleaned with ChloraPrep(TM) (CVL),,,225704,Site cleaned with ChloraPrep(TM) (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Hand cleansing prior to procedure (CVL),,,225705,Hand cleansing prior to procedure (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Insertion kit used (CVL),,,225706,Insertion kit used (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Central Line ordered on POE,,,225707,Central Line ordered on POE,,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,,0
,,Immediate complications (PICC),,,225708,Immediate complications (PICC),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,,0
,,Location (A-Line),,,225714,Location (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Guidewire (A-Line),,,225717,Guidewire (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Ultrasound (A-Line),,,225718,Ultrasound (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Number of operators (A-Line),,,225719,Number of operators (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,Acuity (A-Line),,,225721,Acuity (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,,0
,,IABP Line Tip Cultured,,,225727,IABP Line Tip Cultured,,chartevents,0,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,Indwelling Port (PortaCath) Line Tip Cultured,,,225733,Indwelling Port (PortaCath) Line Tip Cultured,,chartevents,0,Access Lines - Invasive,,,,metavision,,Checkbox,,0
,,Arterial Line Discontinued,,,225737,Arterial Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,CCO PAC Discontinued,,,225738,CCO PAC Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Cordis/Introducer Discontinued,,,225739,Cordis/Introducer Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Dialysis Catheter Discontinued,,,225740,Dialysis Catheter Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Tunneled (Hickman) Line Discontinued,,,225741,Tunneled (Hickman) Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,IABP Line Discontinued,,,225742,IABP Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Midline Discontinued,,,225743,Midline Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Multi Lumen Line Discontinued,,,225744,Multi Lumen Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,PA Catheter Discontinued,,,225745,PA Catheter Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Pheresis Catheter Discontinued,,,225746,Pheresis Catheter Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,PICC Line Discontinued,,,225747,PICC Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Indwelling Port (PortaCath) Discontinued,,,225748,Indwelling Port (PortaCath) Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Presep Catheter Discontinued,,,225749,Presep Catheter Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Trauma Line Discontinued,,,225750,Trauma Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Triple Introducer Discontinued,,,225751,Triple Introducer Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Arterial Line,,,225752,Arterial Line,None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,,0
,,22 Gauge Insertion Date,,,225753,22 Gauge Insertion Date,,datetimeevents,0,Access Lines - Peripheral,,,,metavision,,Date time,,0
,,20 Gauge Insertion Date,,,225754,20 Gauge Insertion Date,,datetimeevents,0,Access Lines - Peripheral,,,,metavision,,Date time,,0
,,18 Gauge Insertion Date,,,225755,18 Gauge Insertion Date,,datetimeevents,0,Access Lines - Peripheral,,,,metavision,,Date time,,0
,,16 Gauge Insertion Date,,,225756,16 Gauge Insertion Date,,datetimeevents,0,Access Lines - Peripheral,,,,metavision,,Date time,,0
,,14 Gauge Insertion Date,,,225757,14 Gauge Insertion Date,,datetimeevents,0,Access Lines - Peripheral,,,,metavision,,Date time,,0
,,RIC Insertion Date,,,225758,RIC Insertion Date,,datetimeevents,0,Access Lines - Peripheral,,,,metavision,,Date time,,0
,,RIC Reason Discontinued,,,225759,RIC Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,,0
,,RIC Site Appear,,,225760,RIC Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,,0
,,Sheath Insertion,,,225761,Sheath Insertion,None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,,0
,,Sheath Cap Change,,,225762,Sheath Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,,0
,,Sheath Change over Wire Date,,,225763,Sheath Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,,0
,,Sheath Line Discontinued,,,225764,Sheath Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Sheath Dressing Change,,,225765,Sheath Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,,0
,,Sheath Insertion Date,,,225766,Sheath Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,,0
,,Sheath Site Appear,,,225767,Sheath Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Sheath Tubing Change,,,225769,Sheath Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,,0
,,Sheath Waveform Appear,,,225770,Sheath Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Sheath Size,,,225772,Sheath Size,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,CCO PAC Dressing Type,,,225774,CCO PAC Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Cordis Introducer Dressing Type,,,225775,Cordis Introducer Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Dialysis Catheter Dressing Type,,,225776,Dialysis Catheter Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Tunneled (Hickman) Dressing Type,,,225777,Tunneled (Hickman) Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,IABP Dressing Type,,,225778,IABP Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Midline Dressing Type,,,225779,Midline Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Multi Lumen Dressing Type,,,225780,Multi Lumen Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,PA Catheter Dressing Type,,,225781,PA Catheter Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Pheresis Catheter Dressing Type,,,225782,Pheresis Catheter Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Indwelling Port (PortaCath) Dressing Type,,,225784,Indwelling Port (PortaCath) Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Presep Catheter Dressing Type,,,225785,Presep Catheter Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Sheath Dressing Type,,,225786,Sheath Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Trauma Line Dressing Type,,,225787,Trauma Line Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Triple Introducer Dressing Type,,,225788,Triple Introducer Dressing Type,,,0,Access Lines - Invasive,,,,metavision,,Text,,0
,,Sheath,,,225789,Sheath,None,procedureevents_mv,0,Access Lines - Invasive,,,,metavision,,Process,,0
,,Site cleaned with ChloraPrep(TM) (PICC),,,225790,Site cleaned with ChloraPrep(TM) (PICC),,chartevents,0,PICC Line Insertion,,,,metavision,,Checkbox,,0
,,Invasive Ventilation,,,225792,Invasive Ventilation,None,procedureevents_mv,0,2-Ventilation,,,,metavision,,Process,,0
,,Non-invasive Ventilation,,,225794,Non-invasive Ventilation,None,procedureevents_mv,0,2-Ventilation,,,,metavision,,Process,,0
,,Dextran 40,,,225795,Dextran 40,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,Dextran 70,,,225796,Dextran 70,mL,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,Free Water,,,225797,Free Water,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Vancomycin,,,225798,Vancomycin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Gastric Meds,,,225799,Gastric Meds,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Lipids 20%,,,225801,Lipids 20%,mL,inputevents_mv,0,Nutrition - Parenteral,,,,metavision,,Solution,,0
,,Dialysis - CRRT,,,225802,Dialysis - CRRT,None,procedureevents_mv,0,Dialysis,,,,metavision,,Process,,0
,,Dialysis - CVVHD,,,225803,Dialysis - CVVHD,None,procedureevents_mv,0,Dialysis,,,,metavision,,Process,,0
,,Peritoneal Dialysis,,,225805,Peritoneal Dialysis,None,procedureevents_mv,0,Dialysis,,,,metavision,,Process,,0
,,Volume In (PD),,,225806,Volume In (PD),mL,chartevents,0,Dialysis,,,,metavision,,Numeric,,0
,,Volume Out (PD),,,225807,Volume Out (PD),mL,chartevents,0,Dialysis,,,,metavision,,Numeric,,0
,,Dialysis - CVVHDF,,,225809,Dialysis - CVVHDF,None,procedureevents_mv,0,Dialysis,,,,metavision,,Process,,0
,,CV - PMH,,,225811,CV - past medical history,,,0,Adm History/FHPA,,,,metavision,,Text,,0
,,Baseline pain level,,,225813,Baseline pain level,,,0,Adm History/FHPA,,,,metavision,,Text,,0
,,Stool Culture,,,225814,Stool Culture,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,,0
,,Peritoneal Fluid,,,225815,Peritoneal Fluid,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,,0
,,Wound Culture,,,225816,Wound Culture,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,,0
,,BAL Fluid Culture,,,225817,BAL Fluid Culture,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,,0
,,Pleural Fluid Culture,,,225818,Pleural Fluid Culture,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,,0
,,Brain Death,,,225819,Brain Death,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,,0
,,C-Spine Clearance,,,225820,C-Spine Clearance,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,,0
,,Unplanned Line/Catheter Removal (Patient Initiated,,,225821,Unplanned Line/Catheter Removal (Patient Initiated),None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,,0
,,D5 1/2NS,,,225823,D5 1/2NS,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,D5NS,,,225825,D5NS,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,D5LR,,,225827,D5LR,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,LR,,,225828,LR,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Multivitamins,,,225830,Multivitamins,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Folic Acid,,,225832,Folic Acid,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Thiamine,,,225833,Thiamine,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,K Phos,,,225834,K Phos,mmol,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Na Phos,,,225835,Na Phos,mmol,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Acyclovir,,,225837,Acyclovir,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Ambisome,,,225838,Ambisome,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Amikacin,,,225840,Amikacin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Ampicillin,,,225842,Ampicillin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Ampicillin/Sulbactam (Unasyn),,,225843,Ampicillin/Sulbactam (Unasyn),dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Atovaquone,,,225844,Atovaquone,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Azithromycin,,,225845,Azithromycin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Aztreonam,,,225847,Aztreonam,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Caspofungin,,,225848,Caspofungin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Cefazolin,,,225850,Cefazolin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Cefepime,,,225851,Cefepime,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Ceftazidime,,,225853,Ceftazidime,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Ceftriaxone,,,225855,Ceftriaxone,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Chloroquine,,,225857,Chloroquine,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Ciprofloxacin,,,225859,Ciprofloxacin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Clindamycin,,,225860,Clindamycin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Colistin,,,225862,Colistin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Daptomycin,,,225863,Daptomycin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Doxycycline,,,225865,Doxycycline,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Erythromycin,,,225866,Erythromycin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Ethambutol,,,225868,Ethambutol,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Fluconazole,,,225869,Fluconazole,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Foscarnet,,,225871,Foscarnet,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Gancyclovir,,,225873,Gancyclovir,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Gentamicin,,,225875,Gentamicin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Imipenem/Cilastatin,,,225876,Imipenem/Cilastatin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Isoniazid,,,225877,Isoniazid,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Levofloxacin,,,225879,Levofloxacin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Linezolid,,,225881,Linezolid,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Mefloquine,,,225882,Mefloquine,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Meropenem,,,225883,Meropenem,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Metronidazole,,,225884,Metronidazole,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Micafungin,,,225885,Micafungin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Moxifloxacin,,,225886,Moxifloxacin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Nafcillin,,,225888,Nafcillin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Oxacillin,,,225889,Oxacillin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Penicillin G potassium,,,225890,Penicillin G potassium,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Piperacillin,,,225892,Piperacillin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Piperacillin/Tazobactam (Zosyn),,,225893,Piperacillin/Tazobactam (Zosyn),dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Pyrazinamide,,,225895,Pyrazinamide,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Quinine,,,225896,Quinine,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Ribavirin,,,225897,Ribavirin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Rifampin,,,225898,Rifampin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Bactrim (SMX/TMP),,,225899,Bactrim (SMX/TMP),dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Dalfopristin/Quinupristin (Synercid),,,225900,Dalfopristin/Quinupristin (Synercid),dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Tobramycin,,,225902,Tobramycin,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Valgancyclovir,,,225903,Valgancyclovir,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Voriconazole,,,225905,Voriconazole,dose,inputevents_mv,0,Antibiotics,,,,metavision,,Solution,,0
,,Enoxaparin (Lovenox),,,225906,Enoxaparin (Lovenox),dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Famotidine (Pepcid),,,225907,Famotidine (Pepcid),dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Fondaparinux,,,225908,Fondaparinux,dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Lansoprazole (Prevacid),,,225909,Lansoprazole (Prevacid),dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Pantoprazole (Protonix),,,225910,Pantoprazole (Protonix),dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Ranitidine (Prophylaxis),,,225911,Ranitidine (Prophylaxis),dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Carafate (Sucralfate),,,225912,Carafate (Sucralfate),dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Coumadin (Warfarin),,,225913,Coumadin (Warfarin),dose,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Factor VIIa,,,225914,Factor VIIa,mcg,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,Profilnine,,,225915,Profilnine,units,inputevents_mv,0,Blood Products/Colloids,,,,metavision,,Solution,,0
,,TPN w/ Lipids,,,225916,TPN w/ Lipids,mL,inputevents_mv,0,Nutrition - Parenteral,,,,metavision,,Solution,,0
,,TPN without Lipids,,,225917,TPN without Lipids,mL,inputevents_mv,0,Nutrition - Parenteral,,,,metavision,,Solution,,0
,,Aminosyn 3.5%,,,225918,Aminosyn 3.5%,mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,D5 Aminosyn 3.5%,,,225919,D5 Aminosyn 3.5%,mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Peripheral Parenteral Nutrition,,,225920,Peripheral Parenteral Nutrition,mL,inputevents_mv,0,Nutrition - Parenteral,,,,metavision,,Solution,,0
,,Hepatamine,,,225921,Hepatamine,mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Nephramine,,,225922,Nephramine,mL,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Folate,,,225923,Folate,mg,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Hydrochloric Acid,,,225924,Hydrochloric Acid,mEq,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Potassium Phosphate,,,225925,Potassium Phosphate,mmol,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Sodium ACEtate,,,225926,Sodium ACEtate,mEq,inputevents_mv,0,Nutrition - Supplements,,,,metavision,,Solution,,0
,,Impact with Fiber (Full),,,225928,Impact with Fiber (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,ProBalance (Full),,,225929,ProBalance (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Peptamen 1.5 (Full),,,225930,Peptamen 1.5 (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Nutren 2.0 (Full),,,225931,Nutren 2.0 (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Vivonex (Full),,,225934,Vivonex (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete (Full),,,225935,Replete (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Replete with Fiber (Full),,,225936,Replete with Fiber (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,Ensure (Full),,,225937,Ensure (Full),mL,inputevents_mv,0,Nutrition - Enteral,,,,metavision,,Solution,,0
,,D5 1/4NS,,,225941,D5 1/4NS,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Fentanyl (Concentrate),,,225942,Fentanyl (Concentrate),mg,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Solution,,,225943,Solution,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Sterile Water,,,225944,Sterile Water,mL,inputevents_mv,0,Fluids/Intake,,,,metavision,,Solution,,0
,,Lidocaine,,,225945,Lidocaine,mg,inputevents_mv,0,Medications,,,,metavision,,Solution,,0
,,Dextrose PN,,,225947,Dextrose PN,grams,inputevents_mv,0,Nutrition - Parenteral,,,,metavision,,Solution,,0
,,Amino Acids,,,225948,Amino Acids,grams,inputevents_mv,0,Nutrition - Parenteral,,,,metavision,,Solution,,0
,,NIV Mask,,,225949,NIV Mask,,,0,Respiratory,,,,metavision,,Text,,0
,,PD Fluid Appearance,,,225951,Peritoneal Dialysis Fluid Appearance,,,0,Dialysis,,,,metavision,,Text,,0
,,Medication Added #1 (PD),,,225952,Medication Added #1 (Peritoneal Dialysis),,,0,Dialysis,,,,metavision,,Text,,0
,,Solution (PD),,,225953,Solution (Peritoneal Dialysis),,,0,Dialysis,,,,metavision,,Text,,0
,,Dialysis Access Type,,,225954,Dialysis Access Type,,,0,Dialysis,,,,metavision,,Text,,0
,,Dialysis - SCUF,,,225955,Dialysis - SCUF,None,procedureevents_mv,0,Dialysis,,,,metavision,,Process,,0
,,Reason for Filter Change,,,225956,Reason for CRRT Filter Change,,,0,Dialysis,,,,metavision,,Text,,0
,,Heparin Concentration  (units/mL),,,225958,Heparin Concentration (units/mL),,,0,Dialysis,,,,metavision,,Text,,0
,,Medication Added Amount #1 (PD),,,225959,Medication Added Amount  #1 (Peritoneal Dialysis),None,chartevents,0,Dialysis,,,,metavision,,Numeric,,0
,,Medication Added Units #1 (PD),,,225961,Medication Added Units #1 (Peritoneal Dialysis),,,0,Dialysis,,,,metavision,,Text,,0
,,PD Catheter Type,,,225963,Peritoneal Dialysis Catheter Type,,,0,Dialysis,,,,metavision,,Text,,0
,,PD Catheter Status,,,225965,Peritoneal Dialysis Catheter Status,,,0,Dialysis,,,,metavision,,Text,,0
,,Nasal Swab,,,225966,Nasal Swab,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,,0
,,Rectal Swab,,,225967,Rectal Swab,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,,0
